gene,pvalue
NEO1,0.64659095
HSCB,0.6465877
PAWR,0.6465823
BRMS1,0.64656806
AHSG,0.64655346
GJC3,0.6465473
THBD,0.6465472
GRAP,0.6465396
EMILIN1,0.6465248
LYZL2,0.6464579
PRKX,0.64639044
HOXC6,0.6463657
ZNF345,0.6463609
CAMSAP3,0.6463503
SLC3A2,0.6463467
LIPH,0.64634466
AOC1,0.64633936
ZNF280B,0.64631546
CAPG,0.6463096
CENPW,0.64628744
TPGS1,0.6462731
HIST1H1E,0.6462649
PDCL3,0.64623344
GMNN,0.6461846
CAMK4,0.6461828
LFNG,0.64618105
SUN2,0.64612985
IL18R1,0.6461183
ARHGEF3,0.6461141
TADA2B,0.6460961
IGFALS,0.64606595
L2HGDH,0.64605683
CGGBP1,0.64605105
KLHL21,0.64604247
PRKRA,0.6460374
CDH7,0.6460303
ROBO4,0.6460275
EN2,0.6460251
CEP68,0.6459905
B3GALT6,0.6459849
PLBD1,0.6459793
TRIM13,0.64597523
H2AFY,0.6459737
ARX,0.6459701
STIM2,0.6459672
LPCAT2,0.6459657
GTPBP1,0.6459614
ETV3,0.64595205
SNTA1,0.6459454
NEUROD6,0.64591855
PCDHA4,0.6459102
ARHGAP8,0.64590037
DMBX1,0.6458819
NKX3-2,0.6458812
TSPAN3,0.64587444
ZNF330,0.64585555
ZNF322,0.6458467
CHFR,0.6458293
FUT2,0.6458212
MKKS,0.6458099
RGS6,0.64577633
ALDH6A1,0.6457734
SPAG9,0.645766
TOMM20,0.6457554
TMEM30A,0.6457156
PCDHB12,0.6457078
SNURF,0.6456949
NAP1L3,0.6456949
RCC2,0.6456922
HOXD9,0.6456814
TOMM70,0.64567816
STK17B,0.64565945
PDLIM2,0.6456484
CLASP2,0.64564085
CDH23,0.64560145
TUBD1,0.645506
PRDM10,0.6454965
KIR2DS1,0.6454808
PPP1R9A,0.6454737
PRDM5,0.6454528
TTBK2,0.6454448
AGBL2,0.64544135
CHD2,0.6453589
LASP1,0.64534426
TBC1D2,0.6453309
MRPL50,0.6453186
CDC42EP2,0.64530987
KIF27,0.64528906
TRAPPC11,0.645288
GFRA2,0.64528465
CLIP3,0.64527506
CRH,0.6452376
MYOCD,0.645159
SPRED1,0.6451169
GSG1L,0.6451136
ACP2,0.6451133
FOXP2,0.64510244
EMX2,0.64509606
FSTL3,0.64507604
SUPT4H1,0.6450558
TBX5,0.6450448
ATP7B,0.6450435
CA11,0.6450435
POU3F4,0.6449827
DPH2,0.6449627
NECAB3,0.6449577
SGSH,0.64491695
NDUFAF6,0.6449145
BRI3,0.6448933
NSDHL,0.64484876
SPOCK1,0.64483094
NKX1-1,0.64482
SLC22A7,0.64481324
NME8,0.6447856
CBFA2T2,0.644767
SYNE2,0.6447608
COA5,0.6447298
SP5,0.64472926
ANKRD1,0.6447177
MED25,0.64470863
ZC3H15,0.6447056
GPAT4,0.64469373
REXO4,0.6446769
RNF123,0.64466774
CAVIN2,0.6446622
CDKN2AIP,0.6446489
S100A13,0.6446465
GTF3C3,0.64461213
STEAP1,0.6446027
CYP4A11,0.64457834
CRABP1,0.64457315
ZNF865,0.6445278
WDHD1,0.64452565
CHAMP1,0.64451665
LRRC4B,0.6445074
ELL3,0.6444957
GHITM,0.64449286
NSRP1,0.64447945
SEPT7,0.6444295
GATA6,0.6444151
MPHOSPH8,0.6444054
GDAP1,0.64439344
PARP9,0.64438164
CC2D1A,0.64438003
ST8SIA3,0.6443728
USP18,0.6443693
PKIG,0.64436054
ACMSD,0.6443501
CALCOCO1,0.6443118
XPNPEP1,0.64430726
RPAIN,0.6443026
MUCL1,0.6442789
MAGT1,0.64427304
PHF20,0.6442542
ZC3H3,0.6442367
IL4I1,0.6442348
NHLH2,0.6442139
TTC30A,0.6442107
SI,0.6441946
ZNF16,0.64416945
PPIC,0.64416033
HMBS,0.6441555
SCARB1,0.6441494
SYT2,0.6441099
ABCB1,0.64410746
PTPN3,0.6440886
EPC1,0.64408636
DRG2,0.64408064
GTF3C4,0.64407355
ECE1,0.6440685
ING1,0.6440642
SCN3B,0.6440383
NPAS1,0.6440286
WDR45,0.6440262
SYTL3,0.64401865
SHOX,0.644001
UTF1,0.6439818
HDX,0.6439711
CYP2D6,0.64395493
DLX6,0.64394635
SOX13,0.6439373
SLC26A6,0.6439216
CHCHD1,0.6438981
LMAN2L,0.6438844
NMI,0.6438812
PCDHA7,0.6438496
S100A12,0.6438188
KLRC3,0.64381117
NAPEPLD,0.6438085
LRP8,0.643805
HAPLN1,0.64376974
KARS,0.64376086
MAEA,0.6437508
VCPIP1,0.64372104
PKHD1,0.6437073
INTS7,0.6436936
FAM210A,0.64368236
MYT1,0.6436738
OR2F2,0.64367175
SPTSSA,0.6436089
SP7,0.6435972
NOVA2,0.6435774
ZBTB11,0.64356107
PIWIL2,0.6435416
SNAPC3,0.6435403
CBLL1,0.6435215
PAQR5,0.6435143
ERLIN2,0.6435141
GXYLT1,0.6434858
VPS51,0.6434034
SURF4,0.64340156
SYTL4,0.6433956
MZF1,0.64338857
SMCP,0.64336455
SERPINE2,0.6433393
WDR11,0.643332
RCOR3,0.6433293
ARNTL2,0.6433078
TMEM143,0.6432923
MEAF6,0.6432718
GMIP,0.6432634
ALDH1A3,0.64325786
PLSCR4,0.64324045
PLPP1,0.6432232
OBSCN,0.64321434
NELFE,0.64320713
METTL3,0.64320594
CLPX,0.6431997
DBNL,0.6431985
APOD,0.6431978
CDC37L1,0.6431732
FPGT,0.6431382
MTHFS,0.6431374
PHC3,0.64312714
PAX2,0.64306056
KDM6B,0.6430465
KLF13,0.6430139
SYNGR3,0.6430117
ASCL1,0.6430081
BCO1,0.6430017
SLC25A23,0.64299685
SPG7,0.6429968
RAP1GAP2,0.64299554
CILP,0.64298725
BBS7,0.6429828
ZBTB4,0.6429741
RAG2,0.64296025
DDR2,0.6429508
TMED1,0.64292717
PEG10,0.64292645
ZNF580,0.64291114
ZNF280D,0.64288896
RND3,0.6428776
AOC2,0.6428646
PHLDB2,0.6428546
RAB32,0.6428484
RAD51AP1,0.6428342
ZFPL1,0.6428332
PTPRG,0.6428298
CBLIF,0.6428229
PCYOX1,0.64279187
QTRT1,0.6427634
TPCN1,0.64273274
HYAL1,0.6427073
ADAM30,0.6426655
CDH12,0.64266276
DHODH,0.6426397
DPYSL3,0.6426324
CDC42EP3,0.64262486
ARID3B,0.6426229
SOX7,0.6425658
BHLHE22,0.642559
TSPYL2,0.6425566
PLEK,0.6425194
TBX18,0.6425087
RASAL1,0.6425013
MFNG,0.64245033
FMO2,0.6424446
EXPH5,0.64243245
CTAG2,0.64242893
KIR2DL2,0.6424165
ITGB1BP1,0.6424082
ALG14,0.6424058
LCE1D,0.6423927
S100G,0.6423849
SLC16A1,0.64238447
PDIK1L,0.64237076
A4GALT,0.6423234
SOX6,0.6422926
MAST2,0.6422825
TTLL5,0.64223725
HLA-DQB2,0.6422241
BCKDK,0.6422127
SYCE2,0.64218676
SIX3,0.64217424
RFX2,0.6421599
FAM209A,0.6421597
KIF20A,0.6421557
TMEM167B,0.64214075
CYP27C1,0.6421253
PCDHB3,0.6421026
TOR1A,0.64209723
TIA1,0.6420911
PPP1R13L,0.64209056
PITX3,0.64208937
TUBE1,0.64208746
KLF12,0.64207375
OR4S2,0.6420492
TRIOBP,0.642035
INPP5J,0.6420275
FAM162A,0.6419992
GJB5,0.64198256
SYTL2,0.64195985
FGF13,0.6419503
AKAP5,0.6419399
DCD,0.6419294
CTCFL,0.64192486
APEH,0.64190894
FBLIM1,0.6418673
ZIC5,0.6418435
PDS5B,0.64184296
DAZ4,0.6418344
LY6E,0.6418297
STOML2,0.6418125
UCP2,0.6418074
NUFIP2,0.6418073
MNT,0.6417801
TRIM34,0.6417687
APLF,0.641749
WIZ,0.6417433
BLOC1S5,0.6416162
GPR149,0.64161605
HOXA7,0.64159393
LPCAT4,0.64159304
GEM,0.64158726
G3BP2,0.6415831
SWSAP1,0.64157575
SLC17A8,0.64155066
SALL4,0.6415444
TMEM14C,0.6415298
TMEM25,0.64152795
ZSCAN2,0.64152294
KANK1,0.6415179
TRPS1,0.64150953
TRIM6,0.64149565
CENPI,0.6414472
ZNF622,0.64143914
RNF10,0.6414387
LHX6,0.64143443
PHC1,0.6414112
HIC2,0.64140815
FCN2,0.6414038
SFMBT2,0.64138645
ERG28,0.64135355
KLF10,0.6413487
ZFP91,0.6413354
PTPN9,0.64132804
CEP85,0.6413269
ZKSCAN5,0.64130765
DOLK,0.6413064
TDP2,0.6413054
CHTF18,0.64130044
APPL2,0.6412921
SFXN1,0.6412917
PCSK2,0.6412801
XDH,0.64127433
PRAME,0.64126205
TSPAN4,0.64125335
PPP1R16A,0.64124036
PLAGL1,0.6412344
HEXIM1,0.6412315
TRAPPC4,0.64122367
KIR2DS3,0.64120245
EMB,0.6411435
KLK7,0.6411334
MAD2L1BP,0.64111054
SV2B,0.64110863
CIAO1,0.641093
ALDH1A2,0.6410387
STK39,0.64100397
MAPRE2,0.6409627
RFFL,0.6409538
ABT1,0.6409411
FMO5,0.6409337
MARS,0.64091593
PAPPA2,0.6409083
PVRIG,0.6409024
AREL1,0.64087737
NUDT11,0.64086413
ENPP2,0.6408534
LYPD3,0.6408464
BAZ2A,0.64083135
DLX3,0.64082205
MARVELD1,0.64080536
ARL4A,0.6407926
SP140,0.6407769
AHI1,0.6407651
IRF2BP2,0.6407517
RNF13,0.6407336
BCL11A,0.6407131
AKAP8,0.64069116
LRRC59,0.6406755
BTLA,0.6406638
RAP2B,0.64065486
FBXO31,0.6406512
MSL3,0.6406389
DBR1,0.6406193
MARK1,0.6406023
GATD1,0.64058745
INTS2,0.64057195
DARS,0.64056826
SRCAP,0.64056575
ACER3,0.6405648
NEK11,0.6405634
TLK1,0.6405538
RNF40,0.64054286
USP22,0.6405407
MTRR,0.64053166
MUC15,0.64052016
CD53,0.64051694
SIX2,0.6404724
LAT2,0.6404404
ZNF664,0.64043707
ADARB1,0.64043474
C8B,0.6404132
HDLBP,0.64040077
DUSP15,0.64038837
SHTN1,0.6403565
PRPF39,0.6403546
HNMT,0.640342
IMMP2L,0.64034176
NOL12,0.64029235
DUSP18,0.6402836
TFB1M,0.640262
SLC26A8,0.6402585
DAZL,0.6402339
RAI1,0.6401948
INTS6,0.640134
ALKBH7,0.64011943
KMO,0.6401184
CCNF,0.64011085
HGFAC,0.64004946
AMDHD1,0.6400418
RPGR,0.6400321
G6PC3,0.6400238
KCNH2,0.64001215
SLC16A4,0.640005
INTU,0.63998884
PHF12,0.6399847
S100A11,0.6399822
MYPN,0.6399702
CHN1,0.63988477
SLC19A1,0.6398728
ZNF573,0.63987106
HIST1H2AE,0.6398667
DDX56,0.63986224
CRABP2,0.6398469
LACTB,0.6398218
HIST1H1T,0.63980144
KCNC4,0.63978386
INTS12,0.6397769
CLCNKA,0.6397729
RETN,0.63975495
LTBP4,0.6397509
CHN2,0.6397505
AAK1,0.63974166
CBFA2T3,0.63973063
B4GALNT1,0.6397163
NAA16,0.63969374
SPRR2E,0.63965714
MELK,0.6396543
HABP2,0.6396527
LRG1,0.63961136
GC,0.63959277
MPIG6B,0.6395559
TM4SF1,0.6395545
KCNF1,0.63953274
KLF11,0.6395012
TFDP3,0.6394992
PRMT6,0.639498
ITIH4,0.6394505
METTL17,0.63943815
UBAP1,0.63943493
PTF1A,0.6394125
SORBS1,0.6393895
SIGLEC6,0.6393889
SELENOI,0.63934875
ARHGAP9,0.63933665
SYT9,0.6393358
AKAP11,0.6393186
FMO4,0.6393161
SLCO4A1,0.63929904
USP17L2,0.6392685
OR51F2,0.63926244
NPAS3,0.6392484
KLHL3,0.6391976
OR3A1,0.6391625
SKOR2,0.6391505
RCN3,0.6391498
KIF26A,0.6391377
SKA2,0.6391319
WAPL,0.6391317
SLC9A2,0.63913125
UFL1,0.6390972
OR4K17,0.6390335
GORASP1,0.6390085
KCNA1,0.63899
PTGS2,0.63898444
CHGB,0.63892853
CYP27A1,0.63892025
GJB1,0.63889825
CHTOP,0.6388956
MYO9B,0.6388847
YY1AP1,0.63884044
MMP12,0.63883334
SLC25A29,0.6388196
TPRKB,0.63881683
RIT2,0.6388068
UHMK1,0.6388056
AMACR,0.6388036
OXER1,0.6387931
MTMR12,0.63877106
BRAT1,0.6387546
PHETA1,0.63874304
MIA3,0.6387291
HORMAD1,0.6387181
ALOX5AP,0.6387067
WHRN,0.6386611
GTF3C2,0.63865775
MTERF4,0.63863444
FKBP6,0.6386193
SNAPC5,0.6386172
PEBP1,0.63861525
TPTE,0.6386085
OR10J1,0.63860464
FEM1A,0.63858885
ZNF678,0.63856685
PJA2,0.6385498
ZNF75A,0.63854176
TINAGL1,0.6385335
SYTL1,0.6385181
HOXB5,0.63850117
ARID3A,0.63848084
HMGCS2,0.6384388
KCNA5,0.638402
TMEM86B,0.6384
PTP4A3,0.6383997
BBS2,0.63838303
CCDC125,0.63837886
TARS2,0.6383666
TCTN2,0.63835114
DNPH1,0.63831437
IARS,0.63829845
DNAJA4,0.6382781
RPE65,0.638268
ACYP2,0.6382675
NPAT,0.6382664
MTPAP,0.6382109
RBM24,0.6382004
SRA1,0.6380907
MSL1,0.6380902
BCS1L,0.6380338
MUC3A,0.63797617
ZNF493,0.6379587
KANSL2,0.63795865
VASH1,0.63794935
ASXL1,0.6379405
PAIP2,0.63792896
STEAP2,0.6379255
MPP1,0.63791716
METAP1,0.6379168
AMBN,0.637869
TBX6,0.63785446
KHK,0.63783836
RAD17,0.63779396
ARHGAP31,0.63778955
FPGS,0.63778305
ZHX3,0.63776314
PID1,0.6377555
GALNT8,0.63775456
SPIRE1,0.637743
E2F7,0.63773936
CXXC1,0.6377213
CDC42EP1,0.6377021
CYP51A1,0.6376815
RIDA,0.63765836
SENP6,0.63765657
ATP23,0.6376171
TNKS1BP1,0.6375816
ENPP1,0.6375557
HR,0.6375516
KLHL4,0.6375466
TPX2,0.6374898
RAB27A,0.6374885
SEPT2,0.6374807
PLBD2,0.6374387
KIR3DL3,0.637421
TTC8,0.6374077
HSPB6,0.6373897
SLCO2B1,0.6373652
CCNJ,0.63734305
FHIT,0.63731754
KDM2B,0.6372895
TBX2,0.63726664
CIDEB,0.63726354
BHLHA9,0.63724726
ZC3H8,0.6372241
REEP2,0.63721836
NAA30,0.6372111
MALL,0.63718987
WDR6,0.63718325
EPRS,0.63715124
GPCPD1,0.63710856
VPS72,0.63707006
PNKP,0.6370649
MED28,0.6370642
GBA2,0.6370133
HOXA3,0.63693064
KCNS2,0.6369302
BNIP2,0.63692963
CNKSR1,0.6369247
TBR1,0.63689387
CRELD2,0.63689244
ARHGAP4,0.6368923
PITRM1,0.6368915
TDP1,0.63687843
DNAJB9,0.63687396
EN1,0.6368648
NYX,0.63686126
ZNF239,0.6368606
TBX4,0.6368582
ASCL2,0.636855
SCGB1D1,0.6368484
NANOS1,0.6368291
EPHA10,0.63682854
LMBRD1,0.63682556
IGFN1,0.6368086
KCNN4,0.636804
KIF17,0.63679
HMGCL,0.6367893
NFAM1,0.63677526
FITM1,0.63674057
HOXD8,0.63673484
ZNF502,0.63673246
MYT1L,0.63672894
TPO,0.6367181
CYREN,0.6367149
POU3F1,0.6367077
CRYBA1,0.6366927
PAOX,0.63668805
TRAK1,0.63667256
HOXD3,0.6366565
RTF1,0.6366291
EFEMP2,0.6366019
MAIP1,0.6365993
ICAM5,0.6365846
TIMELESS,0.636582
ACY3,0.63657236
TRIM36,0.63654137
RGCC,0.6365168
SLC35B1,0.6365134
ATXN7L3,0.6365022
CD109,0.63649595
ANKRD17,0.6364901
TCTN1,0.6364614
EPC2,0.63645357
CNIH3,0.6364374
DLGAP5,0.6364254
TMEM67,0.6364088
FAAH,0.6363987
IGSF6,0.6363982
SH3RF1,0.6363875
DHRS9,0.6363714
ENPP6,0.63636994
ARID5B,0.63633907
KIFC1,0.6363117
H2AFY2,0.6362857
HIST1H2AB,0.63627434
SCO1,0.6362722
ASCL3,0.6362499
DAZ1,0.6362466
SNAPC2,0.6362428
ADAMTS7,0.63623726
TRAF7,0.6362085
KCNE4,0.63617563
AFMID,0.63616765
RINT1,0.6361272
TIMM17B,0.63611305
SIX6,0.63610727
CUX2,0.63605493
OR4N2,0.63602465
PHF8,0.63602275
ZFPM1,0.6359989
REG3A,0.6359936
ZNF638,0.63596845
CATSPER2,0.6359483
NELFCD,0.63591594
XXYLT1,0.635908
OXSM,0.635869
HMG20B,0.63586706
VWC2,0.6358572
TNK1,0.63581514
EIF2A,0.6358025
CDC42BPB,0.6357957
FEZ1,0.63578355
USH1C,0.63578296
MEIS3,0.6357479
MPV17L2,0.6357466
RAB18,0.63573694
HP,0.63572353
TRAPPC12,0.63571304
NAA11,0.63570005
LYPD5,0.63569796
ZC3H14,0.6356953
KDM2A,0.63567185
RALGAPA1,0.63565624
EAF2,0.63565004
PINX1,0.63563275
SP2,0.6356318
NDRG4,0.6356251
RNF135,0.6356152
DYSF,0.63558525
SLITRK1,0.63553786
ATAD2,0.6355333
IRF2BPL,0.6355089
NOL9,0.6354641
PNKD,0.635406
TSEN54,0.63539493
HSPB11,0.63539445
KCTD13,0.63538945
PTPRD,0.6353805
IFT122,0.6353501
DGCR6,0.63534355
BRF1,0.63532823
BASP1,0.63531625
SPIC,0.6353081
TIMP4,0.63529956
GRHL3,0.6352986
NAB1,0.6352813
CARMIL1,0.6352596
NECAB1,0.6352574
NANOS2,0.63523424
RNF103,0.6352333
ELL,0.6352281
IL1RAP,0.63522315
MAOB,0.6351933
HOXB3,0.63517207
AATK,0.6351524
ZNF536,0.63511467
MTX2,0.6350738
CERS1,0.6350646
PRMT3,0.63504356
TAF1D,0.6350378
FKRP,0.6350374
ARHGAP22,0.63502634
GRHL1,0.63498706
FKBP1B,0.63496464
ZNF766,0.63496184
KIN,0.6349554
YY2,0.6348947
IKZF5,0.6348455
KLK12,0.6348436
ZG16,0.63481224
DMRT2,0.6348119
WAC,0.6348113
CCNDBP1,0.63479966
SPACA1,0.634782
EIF4EBP3,0.6347788
AMER1,0.63476074
NEK3,0.6347377
YIF1B,0.634725
TCF21,0.6347188
PDP1,0.6346951
TCEANC,0.63467705
SOX30,0.6346719
RTN4IP1,0.6346353
FOXD4L6,0.6346121
VRK2,0.63456917
OR7A10,0.63449186
TTLL6,0.6344639
PPP1R15B,0.6344322
PAX1,0.6344299
CHRDL2,0.6344125
GATA5,0.6344025
SCUBE1,0.63438284
FMNL2,0.63436246
ETV3L,0.6343609
RAB40B,0.6343536
VIPAS39,0.63434684
TBX20,0.6343202
POU4F3,0.63431513
FANK1,0.6343097
MCMBP,0.63429976
KIF13A,0.6342761
RAX,0.6342734
RIC8B,0.6342641
B3GNT9,0.6342476
ZXDA,0.6342289
VAX2,0.63421404
PTPRS,0.63420814
RAB33A,0.63420737
MAP1S,0.6342036
LRFN5,0.6341984
KDM5A,0.63418806
NPEPPS,0.6341862
SOHLH1,0.6341722
LGALS7B,0.6341536
MYDGF,0.63414884
SIGLEC10,0.6341262
FASTKD2,0.6341176
IKZF2,0.63410765
PLEKHF2,0.6340675
WNK4,0.6340494
HORMAD2,0.6340474
ZNF146,0.6340357
MYOM1,0.63403267
DYRK4,0.63400435
TRAT1,0.6340028
STMN3,0.63400054
GTF3C5,0.6339957
RNF213,0.63394034
YEATS2,0.63392496
CARTPT,0.6338967
LETM1,0.63389367
RASIP1,0.6338563
DRAP1,0.63384384
FGF12,0.63383317
STK36,0.6338297
CAMLG,0.63381976
GJA8,0.63381374
SLC7A10,0.63380706
BBS9,0.633788
ENTPD4,0.6337507
NFRKB,0.6336892
ESYT2,0.6336772
RGS1,0.633608
KCNE5,0.6336011
SLIRP,0.63358885
C10orf90,0.6335772
EXTL2,0.63352334
ANKRA2,0.6334946
CELF3,0.63349026
VASN,0.63346934
SYT5,0.6334677
KIAA1217,0.63343334
NEMP1,0.63342094
PEA15,0.63341844
ZBTB49,0.6333996
TOE1,0.6333922
METTL14,0.63338983
ARL1,0.63338923
VPS53,0.63338184
EXOC6B,0.63337463
BNC1,0.63336504
SLC5A6,0.63335747
ANXA4,0.6333537
SYTL5,0.6333517
LOXL3,0.6332877
ONECUT2,0.6332756
MALSU1,0.63325924
NSG2,0.63325775
ESRP1,0.633237
CDK2AP1,0.63323545
TRPM4,0.63320243
NIPSNAP2,0.63319314
STK35,0.63319135
GXYLT2,0.63315606
PIP4P2,0.63315356
MEPE,0.6331353
GPSM1,0.63311183
LONP2,0.6330973
PURB,0.63307655
CYP4X1,0.6330439
RGS4,0.63302994
SH3BP5,0.63301754
FBXL2,0.6329678
EPS8L2,0.6329539
MOK,0.63294244
RALGAPA2,0.6329335
TCF15,0.6329299
SELENOF,0.63290775
MYCBP2,0.63289255
JSRP1,0.63284695
ACAD9,0.6328361
ACTR6,0.63282555
MADD,0.6328114
SPTB,0.6327994
MYO9A,0.6327955
CSPG4,0.6327789
CNPPD1,0.6327685
CLGN,0.63275576
TTLL7,0.6327533
ZNF200,0.63274235
NAA25,0.63273275
GOLPH3,0.63271034
SCMH1,0.6326881
TP53INP1,0.6326473
SLCO3A1,0.63263863
DMC1,0.6326353
CDC42BPG,0.6326051
APOL2,0.63260305
ZNF266,0.6325897
CEP55,0.63254577
MRRF,0.6325427
PPP1R18,0.63252205
RHOXF1,0.63250494
UGT8,0.6325022
TFB2M,0.6324534
UTP23,0.6324529
TAGLN,0.63241595
ZNF366,0.6324105
CCNO,0.6324011
CCNY,0.6323699
NOSTRIN,0.632368
POLRMT,0.6323499
PCDH20,0.63233924
UQCC2,0.63230765
KIRREL2,0.632285
HSBP1,0.6322801
BLOC1S4,0.6322259
ENTPD2,0.6322202
IFI6,0.63220906
TMC6,0.6321524
ITGAX,0.63214725
TPTE2,0.6321251
EEF1AKMT3,0.632117
NRBP1,0.6320979
MICOS10,0.63203895
CDH19,0.6320183
DMRTC2,0.63201725
SLC7A3,0.6320156
NRL,0.63194966
ELP3,0.63189614
KLK14,0.6318928
TRAPPC8,0.6318731
EIF5A2,0.6318705
SPP2,0.6318661
ANOS1,0.6318605
E2F8,0.6318594
AKAP10,0.63180566
AEN,0.6317822
TARBP1,0.63178086
GPHB5,0.63175887
OR7D4,0.6317579
DLX1,0.6317574
NRP2,0.6317488
DMRTA1,0.63172734
ZNF335,0.6317123
ZNF501,0.63170743
KLF2,0.631691
GLA,0.63168687
HYAL3,0.63167024
PLSCR2,0.63166904
CUX1,0.6315772
HOPX,0.631565
ISCU,0.6315536
SENP7,0.63154256
LIN28B,0.6315198
GPSM2,0.63151157
SLC9A5,0.63149387
PCSK1,0.6314815
PEF1,0.6314242
OR2AG1,0.63141596
TAF1C,0.6314008
SNORC,0.6313857
ACTR8,0.63137895
SARAF,0.6313771
UPK2,0.6313603
HAND2,0.6313503
HIKESHI,0.63133514
ARHGAP45,0.6313167
RAB21,0.63130033
THG1L,0.63129914
LALBA,0.6312685
CDKL2,0.6312611
DSC3,0.6312603
APBB2,0.63122904
SULT1C2,0.6312237
SEMG2,0.6312193
PGS1,0.63121474
HMGB4,0.6311714
ZBTB18,0.63116115
SOX15,0.6311576
KATNAL1,0.63114434
MTSS1,0.6311344
TSHZ1,0.6311191
PIGX,0.63111013
RNF19A,0.63110095
PLSCR3,0.6310915
NIPA1,0.63109076
RIOX1,0.6310851
PTPRA,0.6310634
TRIM17,0.6310619
ONECUT3,0.6310439
MAP7D3,0.6310314
ADAMTS18,0.6310122
CYP4F12,0.6310074
GRHL2,0.6309808
TMSB10,0.63097876
AGR3,0.6309477
STXBP5L,0.63093436
ADD2,0.63092136
SPTBN4,0.6308906
SMDT1,0.6308866
ANPEP,0.63086295
SERPINB8,0.6308375
HMGN1,0.6308341
PEG3,0.6308181
FOXF2,0.6308111
KDM4A,0.630799
PARP14,0.63076794
PLXND1,0.63076377
AKAP4,0.6307602
ATP5IF1,0.6307599
SFMBT1,0.6307568
ZIC2,0.63073987
DOLPP1,0.63073826
SYNGR1,0.63073653
SPC25,0.63073254
TBRG4,0.6307112
MED9,0.63070524
PRM2,0.63067955
PXDN,0.6306591
TRIM35,0.6306445
MAK,0.63061523
ZNF451,0.6306088
RASD1,0.6306019
NACC2,0.6305833
EFHD1,0.63055706
GJB2,0.63053966
GABPB1,0.63053465
DSE,0.6305346
DCLK1,0.6305026
NDFIP2,0.63049495
QSOX2,0.63049334
PCDHGB5,0.63046664
BCAM,0.63044804
DNLZ,0.6304083
CEACAM8,0.6303916
ATP8B1,0.63038796
ARFRP1,0.6303673
MICU2,0.63030946
ICAM4,0.6303052
TONSL,0.6302769
IFT46,0.63024056
CLIC2,0.6302375
ZNF395,0.63023657
JRKL,0.6302348
ANGPTL2,0.63022983
HOXC10,0.63016224
SIX5,0.63014483
SYNPO2L,0.6301286
EML5,0.63011944
METTL18,0.63011265
SPINK9,0.6301122
SGIP1,0.6301104
WLS,0.63010186
PLAG1,0.63009995
PTGIR,0.6300795
MCF2,0.6300771
DHRS7B,0.63007385
ORAI1,0.6300676
PTPRU,0.63002646
TSEN2,0.63001275
PRR4,0.6300089
IER2,0.6300043
SCYL1,0.6299864
SYT15,0.6299824
NOL3,0.6299728
HIST2H2AC,0.6299726
ANXA6,0.62996477
TNP1,0.6299442
ARHGAP29,0.6299382
FGL1,0.62990916
CD151,0.62989044
LSM11,0.6298379
FOXF1,0.6298348
DEFB121,0.6298277
ZNF512,0.62978005
NUDT10,0.6297726
SYT10,0.6297592
SYPL2,0.62974906
TMEM30B,0.62974346
FXYD3,0.6297087
PEMT,0.6297073
ADGRE5,0.6297034
SLC13A5,0.6297033
PHF21A,0.62968683
LRWD1,0.6296806
PMF1,0.62967217
KLHL5,0.62966436
TRIB1,0.6296172
GALM,0.629603
PSRC1,0.62957644
CMTM8,0.62956136
HPF1,0.629523
GIGYF1,0.6295171
SCHIP1,0.6295125
CRLF1,0.62948364
SLFN11,0.6294518
FADS1,0.6294197
BRD8,0.6294069
SNX8,0.6293937
PROKR2,0.6293737
ANP32E,0.62937176
PPIL4,0.6293648
ARAP3,0.6293606
RECQL5,0.6293292
TMEM70,0.62932074
NPSR1,0.629272
JMY,0.6292716
NSUN2,0.62924767
NUCKS1,0.6292465
SCYL2,0.62923414
MYSM1,0.6292325
TTLL1,0.62922084
ACAD11,0.6292169
PHOX2B,0.6292119
CPM,0.62919474
BPIFA1,0.6291648
PCDHGA9,0.62913543
LIPE,0.6291189
EPB42,0.6291053
TGFBRAP1,0.62908673
CAP2,0.62903273
GPNMB,0.6290318
EML1,0.62901115
MIDN,0.62896633
H1F0,0.6289531
HAVCR2,0.6289306
ZNF69,0.62892437
SCN10A,0.6289239
ESD,0.6289085
CST7,0.62889993
FIBCD1,0.6288916
HAMP,0.62887424
OR10AG1,0.6288477
SLC16A12,0.62884176
MBNL2,0.6288271
SAMM50,0.6288065
RAB29,0.62879837
LBX1,0.6287596
SFXN2,0.62872595
TDRD9,0.6286937
SIAE,0.62868774
ATOH7,0.628683
PPM1E,0.6286588
MYOZ3,0.62857103
BLOC1S3,0.62854946
SOX18,0.6285385
SLC16A14,0.62852734
S100A1,0.6285047
SERGEF,0.6285007
PIGL,0.62844914
ART3,0.628422
ORMDL3,0.62840456
TFEC,0.6283901
GNRH1,0.6283802
IL10RA,0.6283798
A1BG,0.62837756
NSUN4,0.6283745
TIMM23,0.62834406
GLMP,0.6283404
GAPVD1,0.62833923
USP3,0.6283337
STXBP5,0.62832916
FDX2,0.6283279
NPHP3,0.6283238
FASTKD3,0.62830895
MUC6,0.62828344
CATSPER4,0.6282703
CDK11A,0.62825733
GLRX,0.6282055
ZMIZ2,0.628198
MDFIC,0.6281978
PDPN,0.62817824
PIGW,0.6281499
DEDD,0.62813556
AP5Z1,0.6281166
FKBP15,0.62808037
ADGRL3,0.62803406
FADS3,0.6280154
